white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
lobyno,PacMan1,1838,1673,0-1,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",B33,https://lichess.org/2nAH7eRs,300+0,Normal,,,blitz,,1690.0,,,36794,3790,34325,,,blitz,,,,,5504,454,7069
lesia,Dinnei,1916,1636,1-0,Sicilian Defense: Loewenthal Variation,B32,https://lichess.org/YeMPK5yP,180+2,Time forfeit,,,blitz,,,,,1626,120,985,,,bullet,,,,,11122,1021,19444
Josemar,dappertutto,1807,1745,1-0,French Defense: Horwitz Attack,C00,https://lichess.org/cmrXjnVZ,300+0,Normal,,,blitz,,2014.0,,,22262,2503,21539,,,blitz,,,,,5418,427,5664
t100022,irondragon,1675,1496,1-0,"Nimzowitsch Defense, Declined Variation",B00,https://lichess.org/urnp6QCj,300+3,Normal,,,unknown,,,,,0,0,0,,,bullet,1513.0,1736.0,,,13923,117,18135
tranzas,philbill,1748,1644,1-0,Pirc Defense #4,B07,https://lichess.org/kWKX0DJN,300+0,Normal,,,blitz,,,,,4039,337,4274,,,blitz,,,,,302,19,251
navash,mgtevt,1588,1657,1-0,Sicilian Defense,B20,https://lichess.org/9NEfpktK,180+0,Normal,,,blitz,,,,,5032,453,7632,,,bullet,,,,,3464,257,4650
denti,Jomagi,1728,1287,1-0,Scotch Game,C45,https://lichess.org/sNFSTwox,300+0,Normal,,,blitz,,,,,1117,138,707,,,blitz,1226.0,1363.0,,,8104,437,9732
eugapop,MeteMates,1884,1833,1-0,Vienna Game,C27,https://lichess.org/zLTfj8H2,300+2,Normal,,,blitz,,1921.0,,,4661,483,3973,,,puzzle,,1656.0,,,5178,804,5203
Natali6969,toskani,1844,1735,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/mEjri1Xh,600+0,Normal,,,rapid,,,,,1432,134,1884,,,rapid,,,,,1083,29,259
Syas,cajohnm,1676,1653,0-1,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",C50,https://lichess.org/HlLEhxpg,300+10,Normal,,,rapid,,,,,709,69,689,,,rapid,,,,,6046,515,6206
notrobot,coronzon,1864,1730,1-0,Queen's Gambit Declined: Queen's Knight Variation,D31,https://lichess.org/ohftokR3,60+0,Time forfeit,,,blitz,,,,,4467,361,3994,,,unknown,,,,,0,0,0
sauvignon,chancy,1724,1751,0-1,Scandinavian Defense: Panov Transfer,B01,https://lichess.org/jJtVT9GZ,60+2,Normal,,,blitz,2141.0,2147.0,,,11304,1186,9191,,,unknown,,,,,0,0,0
Brunomig,BlueSmoke,1489,1572,0-1,"Vienna Game: Stanley Variation, Three Knights Variation",C28,https://lichess.org/ignTjrq6,600+0,Normal,,,bullet,1581.0,1772.0,1854.0,,18040,1023,19211,,,rapid,,,,,1208,50,786
choty,theWeakForce,1530,1637,0-1,"French Defense: Advance Variation, Nimzowitsch System",C02,https://lichess.org/iiLxUFTo,900+5,Normal,,,rapid,,,1313.0,,1097,63,2262,,,puzzle,,,1677.0,,1463,126,1093
elmarbaku,jpagroup,1631,1541,1-0,French Defense: Knight Variation,C00,https://lichess.org/9vPvu5c3,120+1,Normal,,,bullet,1806.0,1789.0,,,31058,2973,34118,,,unknown,,,,,0,0,0
nobleBee,blackbamba,1791,1818,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/oQuboV5G,300+0,Time forfeit,,,blitz,,,,,469,36,914,,,puzzle,,,,,1544,64,1396
anscariusbarcino,The_Ingenious,1491,1683,0-1,French Defense #2,C00,https://lichess.org/3yQEyThc,60+0,Normal,,,bullet,1830.0,,,,86749,7035,108793,,,bullet,,,,,10287,460,9526
mao64,karun0109,1849,1798,0-1,Queen's Pawn Game,D00,https://lichess.org/Qo7oHwr2,180+0,Normal,,,blitz,,1778.0,,,57339,6354,49196,,,blitz,1987.0,2077.0,,,28616,2222,33113
julian21olarte,rahem,1655,1628,1-0,Russian Game: Millennium Attack,C42,https://lichess.org/whyfGq2V,900+0,Normal,,,puzzle,,,,,485,35,433,,,puzzle,,,,,2130,177,2381
Berggeist,Den-Den-2013,1860,1675,0-1,Three Knights Opening,C46,https://lichess.org/cFvyO0lI,240+0,Time forfeit,,,blitz,,2210.0,2418.0,,34631,3446,33038,,,blitz,,,,,28361,2156,29667
teaandtoast,achimari,1483,1528,1-0,Modern Defense,A40,https://lichess.org/8OljsvoX,0+10,Time forfeit,,,blitz,,1639.0,1731.0,,14185,568,12304,,,blitz,,,,,4670,679,4975
karalyte,Mijo30,1491,1352,1-0,Queen's Gambit Accepted: Old Variation,D20,https://lichess.org/r7tEMGBR,120+0,Normal,,,bullet,,,,,13029,749,12071,,,bullet,1657.0,1813.0,,,7737,215,5506
mcbublick,zuthanatos,1629,1400,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/qn7zuwKs,600+0,Time forfeit,,,blitz,,1604.0,,,5730,359,6476,,,rapid,,,,,135,13,466
kvc123,kbbx,1588,1529,0-1,Modern Defense,B06,https://lichess.org/SWcAy602,300+0,Normal,,,blitz,1773.0,,,,2795,189,3384,,,blitz,1603.0,1489.0,,,54058,4483,55137
ves,mm2013marko,1758,1557,1-0,Queen's Gambit Declined,D30,https://lichess.org/L6RUI3XZ,60+0,Normal,,,bullet,2011.0,,,,28676,2433,15784,,,unknown,,,,,0,0,0
FilthyBishop,IaGueTe,1856,1958,1-0,Queen's Gambit Declined: Orthodox Defense,D60,https://lichess.org/vFDI0jM6,600+15,Normal,,,unknown,,,,,0,0,0,,,blitz,1998.0,2045.0,,,4735,471,4222
chironik,ruka5,1478,1761,0-1,Old Benoni Defense,A43,https://lichess.org/AaylMahU,30+1,Normal,,,bullet,,,,,20312,1848,27259,,,bullet,,2047.0,,,14693,705,10523
chessbona,artsys,1899,1895,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/Yg8UgauW,180+0,Normal,,,blitz,1909.0,1968.0,,,31041,3200,30455,,,unknown,,,,,0,0,0
aexl,verbie3,1812,1784,0-1,Caro-Kann Defense: Classical Variation,B18,https://lichess.org/JDEQQml8,300+0,Normal,,,blitz,1816.0,2001.0,2110.0,,31152,2843,21054,,,blitz,,,,,1585,146,1777
elvin009,Timao,1786,1969,0-1,French Defense: Knight Variation,C00,https://lichess.org/cH7KNtgN,480+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,,,,,12183,330,11759
AnonimoRD,chess_killer,1631,1986,0-1,Bishop's Opening: Berlin Defense,C24,https://lichess.org/f7LUiIrF,300+0,Normal,,,blitz,,,,,824,65,919,,,blitz,,,,,79,0,4
sgmsg,czento53,1681,2075,0-1,Bird Opening: Dutch Variation,A03,https://lichess.org/qkXXCkAn,60+0,Time forfeit,,,bullet,1813.0,,,,54722,885,70863,,,bullet,2121.0,2089.0,,,1807,171,1548
cotale,Xtravia9,1492,1893,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/psgCFxGM,300+3,Normal,,,puzzle,,,,,7388,869,7911,,,bullet,,,,,8413,482,3817
velnael,D21,1722,1756,1-0,Hungarian Opening,A00,https://lichess.org/tzgY2XcD,180+0,Normal,,,bullet,,,,,11477,484,12485,,,unknown,,,,,0,0,0
jacktheripper75,Sergey_Rostov,1596,1589,0-1,Nimzo-Larsen Attack: Modern Variation #4,A01,https://lichess.org/JCB086Wj,300+0,Normal,,,blitz,,,,,5190,518,6692,,,bullet,,,,,113,5,126
Leoliterario,CHESSMS,1568,1502,1-0,Old Indian Defense,A53,https://lichess.org/VmVxXkKP,480+5,Normal,,,bullet,,,,,1999,131,2356,,,unknown,,,,,0,0,0
lukis12,ivancapote,1870,1742,1-0,Sicilian Defense: Loewenthal Variation,B32,https://lichess.org/hpYNCVFI,480+0,Normal,,,bullet,1511.0,,,,6790,541,6542,,,rapid,,,,,1411,71,1389
luitek7,PascalBrutal,1961,1802,0-1,Sicilian Defense: Snyder Variation,B20,https://lichess.org/vO11NDxN,180+0,Time forfeit,,,blitz,,,,,7418,726,7325,,,unknown,,,,,0,0,0
V7V7V7,cirrus105,1729,1734,1-0,Russian Game: Modern Attack,C43,https://lichess.org/GC0AuzOb,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,1835.0,,,6401,421,6203
SNV,kamspol,1807,1542,1-0,Indian Game: London System,A46,https://lichess.org/yoORaHfu,30+0,Normal,,,kingOfTheHill,,,,,114,1,82,,,bullet,,,,,2282,84,2630
GuerreroMexica,kora,1495,1376,0-1,"King's Gambit, Falkbeer Countergambit, Staunton Line",C31,https://lichess.org/MQSfR4Rw,120+0,Normal,,,rapid,,,,,435,11,305,,,blitz,,,,,854,33,1030
westicide,cm2,1472,1511,1-0,Center Game #2,C21,https://lichess.org/R6x3zdgR,480+5,Normal,,,rapid,,,,,239,16,420,,,unknown,,,,,0,0,0
Jordisa,Kaspachov,1837,1852,1-0,"Ruy Lopez: Classical Variation, Central Variation",C64,https://lichess.org/PjsDIsIM,360+10,Normal,,,puzzle,,,,,713,51,376,,,rapid,,1732.0,,,16063,1541,17135
dctrip13,Thor401025,1798,1697,1-0,Sicilian Defense: Buecker Variation,B27,https://lichess.org/EQRIZqEJ,1800+0,Normal,,,bullet,2087.0,,,,22483,986,21108,,,classical,,,,,7671,423,4153
cefisidoro,Aseric,1606,1330,1-0,Scotch Game,C44,https://lichess.org/Hl9uINB2,180+5,Normal,,,blitz,,,,,5068,267,5336,,,unknown,,,,,0,0,0
philidov,hichamsbitri,1496,1304,1-0,Ruy Lopez: Bird Variation,C61,https://lichess.org/HWKdZcXX,300+0,Normal,,,puzzle,,1785.0,,,8021,440,6921,,,bullet,1970.0,1882.0,,,14140,985,12668
Henry-Joe,mad_giraffe,1736,1788,0-1,Rat Defense: Small Center Defense,C00,https://lichess.org/Vb5tZi8A,600+0,Normal,,,blitz,,,,,2147,164,4136,,,rapid,,,1819.0,,5509,456,5629
Dier,bhopal66,1831,1621,1-0,Torre Attack #2,A46,https://lichess.org/mTCusFcI,300+0,Normal,,,blitz,,1698.0,1788.0,,5704,505,5823,,,blitz,,,,,601,47,918
HarpoMarx,Ham0931,1827,1647,1-0,"French Defense: Advance Variation, Paulsen Attack",C02,https://lichess.org/5SizP3oG,600+0,Time forfeit,,,rapid,,,1937.0,,4066,477,3571,,,rapid,,,,,1198,112,2372
badasswarrior1990,khanwer,1650,2050,0-1,French Defense: Advance Variation #2,C02,https://lichess.org/vVxD1iWj,600+0,Normal,,,rapid,,,,1828.0,9458,942,9735,,,rapid,,,,,2625,184,1206
eloelo320,levagabon_du92,1552,1457,0-1,Queen's Pawn Game #2,D00,https://lichess.org/1ChxIARc,300+0,Normal,,,blitz,,,,,411,49,515,,,blitz,,,,,1629,160,2243
konstantink,SimonTolomeo,1561,1643,0-1,Indian Game: West Indian Defense,E61,https://lichess.org/RCfp5JjP,240+4,Normal,,,bullet,1676.0,,1955.0,,8032,995,9307,,,blitz,,,,,3972,313,3986
Master_Chess_Konny,micuenta,1587,1347,1-0,English Opening: Agincourt Defense #3,A13,https://lichess.org/Lxv45fxv,10800+0,Normal,,,puzzle,,,,,4,0,5,,,blitz,,,,,7170,819,8144
Fi-scher,Little_Claus,1550,1585,1-0,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/mauajup0,780+0,Normal,,,rapid,,,1732.0,,1755,113,1360,,,puzzle,,1214.0,1371.0,,624,37,723
Permutater,MarkoKrunic,1684,1779,1-0,Van't Kruijs Opening,A00,https://lichess.org/kPIiGzsi,540+20,Normal,,,rapid,,,,,6583,496,9551,,,rapid,,,,,1162,88,1179
dnl,exxsa,1591,1529,1-0,"King's Gambit Declined, Queen's Knight Defense",C30,https://lichess.org/Tm6Xq2K3,180+3,Time forfeit,,,puzzle,,1774.0,,,5432,504,5043,,,puzzle,,,,,1517,90,1966
debelibokac,agusbon3212,1600,1626,1-0,"King's Gambit Declined, Queen's Knight Defense",C30,https://lichess.org/S3NsGe4y,300+10,Normal,,,rapid,,,,,1602,41,2062,,,blitz,,1751.0,,,10244,799,11067
GuirecTourment,f4-e5,1500,1826,0-1,Indian Game,A45,https://lichess.org/fdW96WjB,300+0,Normal,,,blitz,,,,,27,4,39,,,unknown,,,,,0,0,0
Marinko27,ElChino17,1776,1737,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/UnoueOjK,360+0,Time forfeit,,,rapid,,,,,3490,322,3127,,,blitz,,,,,7789,582,7655
robobaggins,dastrian,1576,1687,0-1,"Sicilian Defense: Modern Variations, Tartakower",B53,https://lichess.org/AxKCMDQ5,30+3,Normal,,,blitz,,1629.0,,,2995,205,2887,,,bullet,1661.0,2184.0,,,13460,816,12610
Skidoodle,edia10,1521,1336,1-0,Mikenas Defense,A40,https://lichess.org/u4EJAnES,180+0,Time forfeit,,,blitz,,,,,1930,141,2253,,,puzzle,,,,,172,4,216
anax_makis,kra22,2184,1708,1-0,Sicilian Defense: Old Sicilian,B30,https://lichess.org/lM8X8PBI,600+0,Time forfeit,,,blitz,,2102.0,,,27599,2969,9958,,,blitz,2096.0,2021.0,,,24057,2301,33598
LechuckDegoulash,Zenga,1868,1817,1-0,Sicilian Defense: Closed Variation,B23,https://lichess.org/CzCHuwKc,600+0,Normal,,,puzzle,,,,,504,37,367,,,rapid,1640.0,1868.0,2025.0,1938.0,8654,898,10350
rafael59,danilu,1641,1610,0-1,Queen's Pawn Game: Franco-Sicilian Defense,C00,https://lichess.org/044BbBex,300+0,Normal,,,blitz,,1544.0,,,6362,485,6121,,,unknown,,,,,0,0,0
ghelas74,dror13,1604,1410,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/Hr6QwJSs,900+5,Normal,,,rapid,,,,,1554,78,712,,,puzzle,,,,,1987,190,2546
aila,HicSuntLeones555,1818,1953,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/MsPBNzlj,120+1,Normal,,,blitz,1705.0,1868.0,2026.0,,35589,4149,29548,,,bullet,,,,,2722,135,1479
rado68399,juju-33,1931,2043,1-0,Indian Game: Przepiorka Variation,A49,https://lichess.org/ihMJCNn5,180+0,Normal,,,bullet,2216.0,,,,35436,2102,33979,,,blitz,,,,,1768,269,1602
slipenko,wcasique2000,2078,1616,1-0,Modern Defense,A40,https://lichess.org/6YIhkrv8,180+0,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,,,,14494,2638,14448
suso25,Blunderov,1372,1456,1-0,Sicilian Defense,B50,https://lichess.org/dojM3Dl4,300+0,Time forfeit,,,blitz,,1074.0,,,3031,191,3888,,,bullet,1761.0,2005.0,2003.0,,22852,1162,22331
MgrZ,epix,1615,1475,1-0,Gunderam Defense,C40,https://lichess.org/pkjuhFHC,300+2,Normal,,,blitz,,,,,1785,130,1878,,,blitz,997.0,1283.0,,,4412,347,5760
aleksandar,HugeCasual,1668,1571,0-1,Queen's Pawn Game: Colle System,D04,https://lichess.org/L0QMqjkA,300+0,Time forfeit,,,blitz,,,,,12148,801,10937,,,blitz,,,,,2917,302,3233
pro-life,bulyak,1376,1643,0-1,Grob Opening,A00,https://lichess.org/orkASmTZ,120+0,Time forfeit,,,bullet,1705.0,1834.0,,,7735,659,21507,,,blitz,,,,,8889,572,12754
Demchenko,onare,1893,1810,1-0,Caro-Kann Defense: Advance Variation,B12,https://lichess.org/BZdGRZpM,180+1,Normal,,,blitz,,,,,4172,344,2532,,,blitz,,,,,1315,42,1235
Tarek_Fathy,easterrabbit,1795,1824,1/2-1/2,English Opening,A10,https://lichess.org/XUVh8iiM,60+1,Normal,,,unknown,,,,,0,0,0,,,bullet,1938.0,2047.0,,,8863,1043,7577
stef94,marrakchiii,1677,1663,1-0,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/ur14R7gL,900+0,Normal,,,puzzle,,,,,202,22,227,,,unknown,,,,,0,0,0
naquiro,miomatteo,1679,1703,0-1,Van't Kruijs Opening,A00,https://lichess.org/7DYxKanP,120+5,Normal,,,blitz,,,,,2076,321,1966,,,blitz,,,,,4262,365,7663
arod77,skendi,1799,1732,1-0,Dutch Defense: Queen's Knight Variation,A85,https://lichess.org/n0jL3goq,300+0,Normal,,,blitz,,,,,2714,116,1823,,,blitz,,2142.0,,,5164,368,5306
Qbalitro,puliciclone,1667,1750,0-1,Slav Defense,D10,https://lichess.org/tB9DR8KM,300+1,Normal,,,blitz,,,,,70,4,38,,,bullet,1942.0,1896.0,2153.0,,20402,1960,21195
DragonRider,victor325,1744,1896,0-1,"Ruy Lopez: Schliemann Defense, Jaenisch Gambit Accepted",C60,https://lichess.org/XQ3Ljvxs,600+3,Normal,,,unknown,,,,,0,0,0,,FM,blitz,2307.0,2392.0,,,22519,2497,18812
psicoppardo,njayd,1495,1434,1-0,English Opening: The Whale,C20,https://lichess.org/LT5xHqrj,300+0,Normal,,,blitz,,1503.0,,,13172,935,11711,,,blitz,,,,,9723,841,13623
adardore,ximatzo,1334,1773,0-1,Center Game: Normal Variation,C22,https://lichess.org/soZtATYI,120+3,Normal,,,bullet,1269.0,,,,4719,350,14497,,,puzzle,1810.0,1879.0,1965.0,,9875,370,3578
edj,Trai,1841,1759,0-1,"Slav Defense: Slav Gambit, Alekhine Attack",D10,https://lichess.org/IQT8KQS3,180+0,Normal,,,blitz,,1714.0,,,14821,739,13382,,,blitz,,1832.0,2003.0,,11425,278,9713
bonoboto,davidbee123,1939,1509,1-0,Zukertort Opening: Queen's Gambit Invitation,A04,https://lichess.org/wKrHFyOa,60+1,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,,,,438,41,776
Kentiara,DesdeLasCenizas,1490,1458,1/2-1/2,English Defense #2,A40,https://lichess.org/IGETnN6l,300+4,Normal,,,blitz,,1611.0,,,15486,873,16821,,,blitz,,1396.0,1445.0,,2511,255,3396
MuRus,max38400,1798,1743,1-0,Queen's Pawn Game #3,D00,https://lichess.org/N32oOk3R,180+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,551,41,630
QuintyAlpha,Djisa,1491,1607,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/i7R2HNo8,360+5,Time forfeit,,,rapid,,,,,905,83,764,,,blitz,,,,,1481,128,1543
rharbeg,gerolsot,1546,1341,0-1,English Opening: Symmetrical Variation,A30,https://lichess.org/YeDhauCB,600+0,Normal,,,bullet,1622.0,1560.0,,,26782,1143,27035,,,blitz,1216.0,1186.0,,,6866,310,8320
Vne1,Rozzen,1767,1859,1-0,"King's Gambit Accepted, MacLeod Defense",C34,https://lichess.org/LAz6sPsU,180+0,Normal,,,blitz,,,,,4605,337,4066,,,unknown,,,,,0,0,0
grimus,sezai,1663,1264,1-0,System: Double Duck Formation,A02,https://lichess.org/b0jNPlHT,300+8,Normal,,,rapid,,,,,5807,855,6454,,,rapid,,,,,0,0,4
Advenxadrista,Rene1er,1935,1953,1-0,"English Opening: Symmetrical Variation, Fianchetto Variation",A36,https://lichess.org/5QsagQFq,600+0,Normal,,,blitz,,,,,663,87,655,,,blitz,,,,,10025,749,5919
mart55,ThatAmine,1668,1822,1-0,Caro-Kann Defense,B10,https://lichess.org/huQmOgBv,300+0,Normal,,,blitz,,1600.0,,,8489,1061,8901,,,unknown,,,,,0,0,0
Falcon3404,goran_milosevic,1242,2195,0-1,Ruy Lopez: Classical Variation,C64,https://lichess.org/1uneCBeS,600+0,Normal,,,puzzle,,,,,424,39,635,,,blitz,,,,,5624,386,2193
hitenz,trystal,1523,1740,0-1,Owen Defense,B00,https://lichess.org/hr9ZUyaR,180+0,Time forfeit,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
medion3000,PROmedallin3506,1719,1871,0-1,Trompowsky Attack,A45,https://lichess.org/kQUmSwSn,300+0,Normal,,,blitz,1684.0,1651.0,1781.0,1687.0,15132,1224,24165,,,unknown,,,,,0,0,0
jcibal,newspapermyfoolul,1546,1530,1-0,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/pdIvXjbi,300+8,Normal,,,blitz,,1851.0,1827.0,,12715,1009,12967,,,bullet,,,,,6351,519,8296
callejo22,hferrer,1747,1769,0-1,Caro-Kann Defense: Hillbilly Attack,B00,https://lichess.org/zSrxa7wn,1500+3,Normal,,,rapid,,,,,3278,144,2597,,,blitz,,1776.0,1825.0,,2323,276,2980
siko191,ogi_bor,1658,1305,1-0,Russian Game: Urusov Gambit,C42,https://lichess.org/WmTXxlUY,300+0,Normal,,,unknown,,,,,0,0,0,,,bullet,,,,,13663,729,24239
oselposel,momj940728,1853,1535,1-0,Italian Game,C50,https://lichess.org/zyrEqjfN,600+0,Normal,,,blitz,1905.0,1995.0,2106.0,,3904,274,3438,,,rapid,,,,,261,30,611
anemos_el,Homer616,1571,1392,0-1,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/ErDkDmiP,300+4,Normal,,,blitz,,,,,1592,106,1492,,,rapid,,,,,651,45,1180
Marcowonka2393,CorruptionKills,1715,1694,0-1,Sicilian Defense: Four Knights Variation,B45,https://lichess.org/L3jCu8LF,600+0,Normal,,,rapid,,,,,320,29,452,,,puzzle,1554.0,,,1538.0,2858,186,3049
brainfog,Capanero,1531,1320,0-1,"Sicilian Defense: Canal Attack, Main Line",B52,https://lichess.org/EagcHvOr,180+1,Normal,,,bullet,,,,,4901,85,9713,,,puzzle,,,,,487,35,615
andrestf,daBALYAN8,1645,2042,0-1,London System,A48,https://lichess.org/NncmW8Bh,600+5,Normal,,,unknown,,,,,0,0,0,,,bullet,2460.0,2231.0,,,17456,1156,10497
yami09,fouhad42,1758,1879,0-1,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,https://lichess.org/uWA3SkQt,600+0,Time forfeit,,,rapid,,,1916.0,,4499,275,4523,,,rapid,,,,,1879,354,1405
jonatan86,ashkan1206,1298,1578,0-1,Nimzo-Larsen Attack: Modern Variation #4,A01,https://lichess.org/V5DDeABw,1200+0,Normal,,,rapid,,,,,40,2,112,,,rapid,,,,,2991,230,2921
abv90,Lijk,1388,1448,1-0,"Italian Game: Giuoco Pianissimo, Normal",C50,https://lichess.org/rt2duKmL,360+2,Normal,,,bullet,1640.0,1861.0,,,6537,458,6390,,,bullet,,,,,4598,244,5326
michielmertens,HammondB3,1651,1516,1-0,King's Indian Attack,A08,https://lichess.org/cDUCY2Zb,300+0,Normal,,,puzzle,,,,,84,6,83,,,blitz,1329.0,1619.0,,1897.0,24142,1536,25927
apalom1,FugeePlayer,1633,1553,1/2-1/2,Sicilian Defense: French Variation,B40,https://lichess.org/F69okQv6,720+10,Time forfeit,,,rapid,,,1577.0,,20912,2200,17599,,,rapid,,,,,144,30,325
BobyM,MCozturk,1607,1860,0-1,Caro-Kann Defense: Exchange Variation,B13,https://lichess.org/vKUj0hpc,240+0,Normal,,,blitz,,,,,9,0,16,,,bullet,,,,,6893,710,3427
olacy77,FA9024,1884,1705,0-1,Horwitz Defense,A40,https://lichess.org/kCUTptzY,120+0,Time forfeit,,,blitz,,,,,13362,755,9552,,,bullet,,,,,27688,2712,31902
amineALG,Motherf,1548,1657,1-0,Philidor Defense #2,C41,https://lichess.org/gqw0xf1K,600+3,Time forfeit,,,puzzle,,,,,679,60,1275,,,unknown,,,,,0,0,0
BerBur,Brokker,1246,1661,1-0,Queen's Pawn Game #2,D00,https://lichess.org/oy6PhsVa,180+0,Normal,,,bullet,1774.0,,,,5242,151,5778,,,unknown,,,,,0,0,0
shaheer19991,miguelnm,1818,1890,0-1,French Defense: Exchange Variation,C01,https://lichess.org/HBlgQWLH,300+0,Normal,,,bullet,2246.0,2097.0,,,9086,935,8740,,,blitz,,2039.0,,,3378,262,2993
webfg,anatolyp,1762,1780,1-0,Caro-Kann Defense,B12,https://lichess.org/vR1AfS44,120+1,Normal,,,bullet,1935.0,,,,17000,549,12263,,,blitz,,2054.0,,,35371,2889,32088
strilets,VinnyBottnik,1352,1489,0-1,Sicilian Defense: Smith-Morra Gambit #2,B21,https://lichess.org/0e8vSuDk,180+0,Time forfeit,,,crazyhouse,,1456.0,,,12864,457,34069,,,blitz,,1553.0,,,609,35,838
camulosian,Japo2905,1713,1687,0-1,French Defense: Knight Variation,C00,https://lichess.org/ofLyYmtG,300+0,Normal,,,blitz,,,,,7547,450,7817,,,blitz,,,,,215,12,332
PatriarchAscends,Josean,1467,1549,0-1,Italian Game,C50,https://lichess.org/Ba84wM9z,600+5,Normal,,,puzzle,,,,,777,50,1040,,,rapid,,,,,959,51,1127
dafalgan,TronaldDump,1770,1743,1-0,Center Game: Paulsen Attack Variation,C22,https://lichess.org/fF3xsJwv,120+0,Normal,,,bullet,,,,,40428,1746,39217,,,unknown,,,,,0,0,0
ferchos,Mr_Toodles,1851,2029,1-0,"French Defense: Tarrasch Variation, Chistyakov Defense",C07,https://lichess.org/nkc2LosC,240+2,Normal,,,blitz,,,,,2881,202,2526,,,blitz,,,,,369,57,302
bialaschess,OsvyTron,1576,1657,0-1,Scotch Game: Paulsen Attack,C45,https://lichess.org/96XAV8aP,180+0,Normal,,,blitz,,1553.0,,,1880,181,2028,,,blitz,,1444.0,,,703,44,672
sidacotel,pdj,1868,1889,1/2-1/2,Queen's Pawn,A40,https://lichess.org/j6Usly3c,180+0,Normal,,,blitz,,,,,14286,1054,19469,,,unknown,,,,,0,0,0
kerk2020,mnozari,1754,1762,1-0,Sicilian Defense: Open #3,B32,https://lichess.org/GqwS9EHz,1080+0,Time forfeit,,,rapid,,,,,1103,105,1650,,,rapid,,,,,526,57,847
ephemeron,catyes,1583,1428,1/2-1/2,"Italian Game: Two Knights Defense, Knight Attack",C57,https://lichess.org/Ny7kWLsO,300+0,Normal,,,puzzle,,,,,756,32,298,,,blitz,,,,,296,28,345
Ded_Atlet_40_let,dfloyd,1486,1665,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/4sDxna5k,600+0,Normal,,,bullet,,,,,4415,214,3078,,,rapid,,1391.0,1397.0,,5926,250,5610
ChessMasterKikly,tor2014,1665,1766,1-0,Philidor Defense,C41,https://lichess.org/h4iYp7rM,300+8,Normal,,,rapid,1536.0,1708.0,1831.0,,4453,372,4107,,,rapid,,,,,1817,188,2134
hrle,varashh,1614,1609,1-0,Queen's Pawn Game #2,D00,https://lichess.org/tT8kWW1k,1800+8,Normal,,,classical,,,,,233,23,191,,,unknown,,,,,0,0,0
mirumen,polmorenoc,1733,1619,1-0,Modern Defense: Pseudo-Austrian Attack,B06,https://lichess.org/j78QkYKy,300+2,Normal,,,blitz,,1606.0,,,16736,1288,15419,,,bullet,1342.0,1575.0,1911.0,,17974,832,19707
recapitation,LuH-mAs,1849,1892,1-0,Indian Game: Budapest Defense,A51,https://lichess.org/d1n3xThM,180+0,Time forfeit,,,bullet,2090.0,1982.0,,,6694,791,6890,,,bullet,2146.0,,,,15762,1193,15186
Yoh182b,bobby10,1635,1568,0-1,Philidor Defense,C41,https://lichess.org/EdyaK9lG,600+5,Normal,,,blitz,,,,,124,9,175,,,rapid,,,,,1035,28,635
Jecmiste,asimkasimkesmeklazim,1503,1596,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/rg4stlQN,300+8,Normal,,,rapid,,,,,1048,69,1398,,,rapid,,,,,1330,111,1221
enrirodvilla,philandron,1471,1490,0-1,Four Knights Game: Scotch Variation Accepted,C47,https://lichess.org/a6Nk0CtM,720+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,99,11,88
