white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
Zaxxon,saidhatem,1726,1708,1/2-1/2,Queen's Pawn Game: London System,D02,https://lichess.org/cAQxekEy,300+0,Normal,,,blitz,,1741.0,,,9267,867,9478,,,unknown,,,,,0,0,0
zuperman,Ali11119699,1771,1713,1-0,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/F33oi2zT,180+0,Time forfeit,,,blitz,,1816.0,,,33884,2304,37685,,,unknown,,,,,0,0,0
THEROCK11555,DOMARBOR,1511,1780,0-1,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/DbIfmS4T,300+1,Time forfeit,,,blitz,,,,,842,36,943,,,blitz,,,,,4888,216,2764
aursicio10,CHESRIS,1868,1688,1-0,"Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation",B73,https://lichess.org/5OYjUV5c,300+4,Time forfeit,,,blitz,,,,,20737,1703,10857,,,puzzle,,,,,3237,198,1882
skywriter27,j_in_easy,2027,1775,1-0,Yusupov-Rubinstein System,A46,https://lichess.org/0groDRvL,60+0,Normal,,,blitz,,2201.0,,,15261,1435,13100,,,unknown,,,,,0,0,0
SHARK70,cgnops,1766,1774,1-0,Torre Attack #2,A46,https://lichess.org/RsNX0Xya,300+0,Time forfeit,,,bullet,,,,,4763,325,5859,,,blitz,,1541.0,,,3182,209,3623
inordirection,auto90,1414,1601,1-0,Scotch Game,C45,https://lichess.org/MXWn01Zy,180+3,Time forfeit,,,blitz,,,,,2327,149,2172,,,blitz,1833.0,1752.0,2080.0,,7982,920,7392
Ayman22,TrumpH,1375,1700,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/Wf0rOGpN,300+0,Normal,,,puzzle,2204.0,2046.0,,,12333,1287,11041,,,blitz,2000.0,2092.0,2184.0,,2456,352,2290
Majahfactah,VMV,1725,1777,0-1,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/Ven3DxaV,900+0,Normal,,,rapid,,,1760.0,,2745,336,3301,,,blitz,,,,,735,81,857
aem8ball,justaprawn,1878,1792,1-0,Philidor Defense #2,C41,https://lichess.org/fOTfIgDR,480+0,Normal,,,bullet,1467.0,,,,6560,333,6655,,,rapid,,,,,8665,434,6189
tamoroulia,guardianx9,1605,1807,1-0,"French Defense: Advance Variation, Milner-Barry Gambit",C02,https://lichess.org/fKXf7ugv,300+0,Normal,,,blitz,,,,,192,6,159,,,blitz,1405.0,1866.0,,,17765,1313,18139
Alex1103,neuquelino,1575,1451,1-0,French Defense: Knight Variation,C00,https://lichess.org/A77ipYnD,300+0,Time forfeit,,,bullet,1667.0,1786.0,,,4702,242,4884,,,blitz,,,,,16400,833,20717
doctorpwn,budellera,1449,1387,1-0,Englund Gambit Complex: Felbecker Gambit,A40,https://lichess.org/jl2EcUc4,360+3,Normal,,,rapid,,,1412.0,,1601,113,1542,,,blitz,,,,,1208,61,1860
Enyemo,tane00,1751,1617,1-0,Italian Game,C50,https://lichess.org/u2FeNLoo,600+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,389,26,727
peescobar1966,Mhamed,1466,1754,0-1,Sicilian Defense: Old Sicilian,B30,https://lichess.org/vZ4dLPPV,600+0,Normal,,,rapid,,,,,145,6,435,,,blitz,1696.0,1891.0,2055.0,,9725,820,11087
ASELWI,marin1309,1491,1541,0-1,Torre Attack #2,A46,https://lichess.org/1jKPj34N,1200+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,577,33,341
darthcidius,VIP1308,1549,1592,1-0,Ruy Lopez,C60,https://lichess.org/5XApaBKb,900+0,Normal,,,blitz,1039.0,1415.0,,,2806,102,3021,,,rapid,,,,,1483,69,1462
pondoq,pavelkrnov,1093,1729,0-1,Philidor Defense #2,C41,https://lichess.org/uLH68gZd,300+8,Normal,,,rapid,,,,,0,0,13,,,blitz,,,,,4575,408,5141
sp24zeem,IliaZolotoy,1456,1550,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/XJaQ1TKv,480+0,Time forfeit,,,rapid,,,1434.0,,2641,163,4287,,,rapid,,,,,101,11,160
KpacTu,StevieG,1493,1541,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/wq8VupDt,900+5,Normal,,,rapid,,,,,132,23,215,,,rapid,,,,,309,19,283
PawnPunter,Kundi51,1511,1500,1-0,Horwitz Defense,A40,https://lichess.org/YFfFXSgJ,900+10,Normal,,,blitz,,,,,837,43,803,,,atomic,,,,,301,19,202
Chessorov,stafusa,1884,1728,1-0,Owen Defense,B00,https://lichess.org/8ZNlSvZR,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,,,,,1931,59,2376
derjean,RWillz21,1424,1833,0-1,Sicilian Defense: Hyperaccelerated Dragon,B27,https://lichess.org/up9NLbQ2,300+0,Time forfeit,,,rapid,1468.0,1466.0,1777.0,,11317,1685,12820,,,bullet,2039.0,2033.0,2052.0,,5780,646,5081
GrumpyHippo,Ignat_07,1748,1812,0-1,King's Knight Opening,C40,https://lichess.org/Ez5udZBm,180+0,Time forfeit,,,blitz,,,,,208,41,380,,,unknown,,,,,0,0,0
econ3d8a,emiliotambe,1845,1841,1-0,French Defense: Advance Variation #4,C02,https://lichess.org/cwJ3nv4Q,300+0,Time forfeit,,,blitz,,,,,2292,162,2286,,,blitz,,1865.0,,,7808,1257,8129
DersoViveiros,Carbonese,1740,1500,0-1,Philidor Defense #3,C41,https://lichess.org/TNKpGQSv,600+2,Normal,,,rapid,,,,,375,65,384,,,blitz,,,,,19,4,22
Petrovich1950,darkhorse69,1782,1764,0-1,"King's Gambit Accepted, Salvio Gambit",C37,https://lichess.org/LVECU5RK,300+8,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,4859,196,4320
OrbiticS,eggzo,1745,1598,1-0,Indian Game: London System,A46,https://lichess.org/xODlIkxw,60+0,Time forfeit,,,bullet,2556.0,2353.0,2212.0,,61058,2379,22011,,,bullet,,,,,748,31,779
juodaibalta,am92,1527,1446,1-0,Van't Kruijs Opening,A00,https://lichess.org/P1uYCdoO,300+5,Time forfeit,,,puzzle,,,,,2687,216,4535,,,puzzle,,,,,87,4,135
Piz92,eduamor5,1916,1928,0-1,King's Indian Attack: Symmetrical Defense,A05,https://lichess.org/FC1ClqmY,360+3,Normal,,,blitz,1909.0,1931.0,2051.0,,10585,697,10641,,,rapid,,,,,407,47,231
tammino,BigFatPaulie,1548,1445,1-0,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/nI2qskrT,900+3,Normal,,,rapid,,,1721.0,,24756,1700,24287,,,rapid,,,,,2630,224,2731
Ili200,ekarias1,1518,1607,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/s6uhJrL1,300+4,Normal,,,blitz,,,,,4153,680,3048,,,puzzle,,,,,1789,96,1678
ALGREN,companal2,1608,1476,1-0,French Defense: King's Indian Attack,C00,https://lichess.org/3ycqQlF4,120+0,Normal,,,bullet,,1380.0,,,1837,293,3037,,,blitz,,1768.0,,,13999,362,16106
BorN17,chezboris,1581,1464,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/oTrx5ga1,480+0,Normal,,,rapid,,,,,414,36,449,,,blitz,1165.0,1520.0,,,3763,272,4178
didili,Carlos81,1500,1392,0-1,Van't Kruijs Opening,A00,https://lichess.org/nVLKzo2b,300+0,Normal,,,blitz,,,,,44,3,142,,,puzzle,,,,,604,34,1019
ciolkovski,cutiolivera,1706,1725,0-1,French Defense: La Bourdonnais Variation,C00,https://lichess.org/PBsO0gCh,300+0,Normal,,,blitz,,,,,4793,229,4826,,,puzzle,,,,,518,38,370
olee,gino38,1726,1779,0-1,Sicilian Defense: Wing Gambit,B20,https://lichess.org/sdwDcHMK,180+0,Normal,,,blitz,,1593.0,,,12962,1256,21452,,,blitz,,1750.0,,,11766,965,13039
John-Galt,zembelek,1716,2069,0-1,Grob Opening,A00,https://lichess.org/hK3p31nL,600+0,Normal,,,rapid,,,,,1183,93,1234,,,blitz,,,,,14351,916,8346
RMario,Sasho21,1692,1364,1/2-1/2,King's Pawn Game,C20,https://lichess.org/qY5AIPFD,1800+30,Normal,,,puzzle,,,,,414,24,408,,,unknown,,,,,0,0,0
timeh,endrawes0,2079,1135,1-0,Scandinavian Defense: Main Line,B01,https://lichess.org/7i4wtsOj,300+0,Normal,,,bullet,,,,,3528,296,3468,,,bullet,1580.0,1528.0,,,10081,859,10097
Varn,mentin,1589,1784,0-1,Queen's Pawn Game: Mason Attack,D00,https://lichess.org/YIM0d4RT,600+5,Normal,,,blitz,1356.0,1434.0,,,6016,455,6004,,,rapid,,,1827.0,,1772,98,1596
Topkekator,el-insaciable,1637,1707,1-0,"Slav Defense: Quiet Variation, Schallopp Defense",D12,https://lichess.org/cl4s8WsV,60+1,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,,,,,9176,451,7142
WRespectable,ifekali,1832,1717,0-1,King's Gambit Declined: Falkbeer Countergambit,C31,https://lichess.org/SUa2QoNl,900+5,Normal,,,blitz,,1716.0,1849.0,,5118,383,4802,,,rapid,,1593.0,1682.0,1636.0,29183,1609,31638
Roberto7,BrazilianStorm,1454,1418,0-1,French Defense: Normal Variation,C00,https://lichess.org/P0LdpDr2,60+8,Normal,,,blitz,,,1645.0,,21489,2638,23535,,,unknown,,,,,0,0,0
SamoJamo,slavox,1526,1557,1-0,Philidor Defense,C41,https://lichess.org/4RMLj3bv,-,Normal,,,blitz,,,,,1139,69,1249,,,bullet,1331.0,,,,2189,117,2146
SidneiNegri,ilphilo,1541,1597,1-0,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/UIxaShzR,900+0,Normal,,,rapid,,1168.0,1439.0,,2230,169,2560,,,blitz,,1594.0,,,4584,373,4398
jaado2002,kerviel,1957,1880,1-0,King's Indian Defense: Four Pawns Attack,E76,https://lichess.org/AxzfnJit,360+0,Normal,,,blitz,,,,,4466,563,2989,,,bullet,,,,,6481,709,5994
Sigge,vid100,1632,1575,1/2-1/2,Scotch Game,C45,https://lichess.org/rl6twlPC,300+8,Normal,,,bullet,1412.0,1504.0,,,14356,673,15432,,,blitz,,1702.0,,,9431,547,9615
LeonardoSousa,enzo1111,2251,1728,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/VkkshXtV,180+2,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
Grossa,wildfig,1734,1684,1/2-1/2,"King's Gambit Accepted, Blachly Gambit",C37,https://lichess.org/LWXsY40c,900+10,Normal,,,rapid,,,,,44,6,31,,,unknown,,,,,0,0,0
MartIn05ciudadlineal,Ali-Tarabein,1721,1569,0-1,Sicilian Defense: Delayed Alapin Variation,B40,https://lichess.org/VQNleTzW,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
EnzoPichu,Raykeng,2006,1839,1-0,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,https://lichess.org/GBnKgzbZ,480+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,2527,208,2837
Long3r,tacaia,1624,1283,1-0,Alekhine Defense,B02,https://lichess.org/THcyeNes,600+0,Normal,,,blitz,,,,,1313,98,1095,,,rapid,,,,,292,17,766
CaptainScarlet,rsiemon,1832,1521,1-0,Queen's Gambit Refused: Chigorin Defense #3,D07,https://lichess.org/m0qP5IeE,180+0,Normal,,,bullet,,,,,9240,324,8662,,,blitz,1457.0,1751.0,,,15401,791,14685
lalou0007,BlackSilver1337,1700,1712,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/0Jz7ke0W,900+10,Normal,,,rapid,,,,,840,73,1246,,,puzzle,,,,,1666,110,1327
Lornita,satantango9966,1862,1569,1-0,Philidor Defense: Exchange Variation #2,C41,https://lichess.org/dFnEflwv,600+0,Time forfeit,,,puzzle,,,,,2821,170,1066,,,unknown,,,,,0,0,0
lefterisGr,A177,1695,1895,0-1,Queen's Gambit Declined: Normal Defense,D35,https://lichess.org/WE3N5mmH,300+0,Time forfeit,,,blitz,1367.0,1600.0,,,3673,505,4301,,,blitz,,,,,8739,567,4755
untitpoi,Zebrita,1723,1674,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/bdObsUmz,600+8,Normal,,,blitz,,1656.0,,,1593,192,1384,,,blitz,,1780.0,1805.0,,19218,2062,19762
RockColfax,OsEnxadristas,1471,1337,0-1,Sicilian Defense: Bowdler Attack,B20,https://lichess.org/rJYf8ina,300+2,Normal,,,blitz,,,,,376,45,354,,,puzzle,,,,,65,4,72
MikeL58,kabadahija,1757,1493,0-1,King's Pawn Game: Dresden Opening,C44,https://lichess.org/V6clyZ82,300+8,Time forfeit,,,rapid,,,,,3459,242,2276,,,blitz,,1362.0,1546.0,,11589,683,11901
kakawette,christopheh,2005,1946,0-1,French Defense: Marshall Variation,C10,https://lichess.org/E0TDg64J,180+0,Normal,,,blitz,,,,,734,37,463,,,blitz,,2175.0,,,47683,3940,50752
FrereKeiser,Funkmaster,1699,1613,0-1,French Defense: Knight Variation,C00,https://lichess.org/8vPAEAZo,120+0,Normal,,,blitz,,,,,22185,1711,21296,,,blitz,,1837.0,,,24577,3772,25568
fulleclipse,joaospinto,1567,1565,0-1,"English Opening: King's English Variation, Two Knights Variation",A22,https://lichess.org/GZHVRXcj,300+0,Time forfeit,,,blitz,,,,,13812,2422,14658,,,blitz,,1616.0,,,1688,97,1633
Lu4ik,anastasis123,1843,1443,1-0,St. George Defense,C00,https://lichess.org/TJxEWTT8,480+0,Normal,,,bullet,2087.0,2008.0,,,20735,1059,20814,,,rapid,,1120.0,1315.0,,8616,545,9209
giustizy,heisenberk33,1769,1134,1-0,Van't Kruijs Opening,A00,https://lichess.org/xawaOmEJ,1500+0,Normal,,,rapid,,,,,2872,73,526,,,unknown,,,,,0,0,0
Patolino,babel25,1566,1600,1-0,Vienna Game: Mengarini Variation,C26,https://lichess.org/CMVSmDpK,600+10,Normal,,,rapid,,,,,4768,210,5440,,,rapid,,,,,899,51,1313
jandante,JeanDF,1405,1560,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/ZMbSAmBF,600+0,Normal,,,rapid,,1119.0,1224.0,,2643,386,3028,,,rapid,,1366.0,1619.0,,7491,780,8442
dario70,Prebator,1409,1511,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/bSlZHw9t,300+0,Normal,,,blitz,1395.0,1409.0,,,10615,757,11104,,,bullet,1814.0,,,,4836,264,4745
cepacdr,kozheyr,1563,1682,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/6JiLPT7J,600+5,Time forfeit,,,rapid,,,,,67,4,76,,,blitz,,1781.0,,,3880,283,3831
ParasiteEve0,elekk,1524,1500,0-1,Colle System,D05,https://lichess.org/OdfDs2oS,480+0,Normal,,,rapid,,,1435.0,,17869,1439,14864,,,unknown,,,,,0,0,0
fouyann,nongiuoco,1389,1524,1-0,French Defense: Normal Variation,C00,https://lichess.org/iKYZo0fa,300+0,Normal,,,blitz,,,,,1140,134,2463,,,blitz,,,,,3625,387,4590
Stardust23,prostom,1648,1520,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/vQfWHFg7,300+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,237,22,557
Alexshok84,smichel,1634,1706,1-0,Owen Defense,B00,https://lichess.org/82gtAzvR,540+0,Normal,,,blitz,,1417.0,,,871,114,1016,,,blitz,,1564.0,,,11303,332,13749
cafestream,Helios1,1527,1544,1-0,Slav Defense,D10,https://lichess.org/0Im5g5U1,120+1,Normal,,,bullet,1507.0,1647.0,,,11270,743,11347,,,blitz,,,,,1710,73,1243
marcusfrex,rfasiete,1639,1646,0-1,"King's Indian Defense: Normal Variation, Rare Defenses",E90,https://lichess.org/OQ0nBqkj,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,2310,47,1721
eurides,velomash,1438,1502,1-0,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/eoi6Msqi,300+0,Normal,,,blitz,1260.0,1677.0,,,11666,596,12171,,,blitz,,1592.0,,,13167,497,13217
guazuvira,e60,1740,1673,0-1,French Defense: Diemer-Duhm Gambit,C00,https://lichess.org/n4rrvHZo,60+8,Normal,,,puzzle,,,,,9720,1242,9185,,,blitz,,,,,4026,331,3421
carvigo,RODRIGOROJASGARCIA,1674,1769,1-0,Alekhine Defense,B02,https://lichess.org/aMzywQ5u,300+0,Normal,,,blitz,,,,,2304,236,1408,,,blitz,,,,,5768,538,6223
eliseoluque,thejas,1792,1647,0-1,Philidor Defense #2,C41,https://lichess.org/CRoSB5gF,600+8,Normal,,,puzzle,1311.0,1563.0,1793.0,1794.0,49403,2623,61345,,,rapid,,,,,9339,1228,7727
RIM,frozen_shadow,1835,2056,1-0,Sicilian Defense: O'Kelly Variation,B28,https://lichess.org/NzGEbZRc,300+0,Time forfeit,,,blitz,,,,,8790,861,11437,,,blitz,2202.0,2408.0,2218.0,,41690,6580,39748
saeednm,bigbo,1694,1529,1-0,Philidor Defense #3,C41,https://lichess.org/0xuSjRXf,900+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,2299,141,2548
rhaegar623,piggysmoking96,1564,1550,0-1,Philidor Defense #2,C41,https://lichess.org/VYKkQnHA,300+8,Normal,,,puzzle,,,,,229,50,609,,,bullet,,,,,9478,360,5373
habo,AbdouOrabi,1966,2030,0-1,Sicilian Defense: Open,B33,https://lichess.org/67nTLKb7,300+5,Time forfeit,,,unknown,,,,,0,0,0,,,blitz,,2138.0,,,30523,4704,31273
Anders_son,jolijumper,1604,1449,1-0,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/439f8qf5,60+10,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,6518,400,7997
Asterix24,djuro0611,1944,1825,0-1,Zukertort Opening: Kingside Fianchetto,A04,https://lichess.org/qxS8Mxgi,300+15,Normal,,,puzzle,,,,,1379,125,987,,,puzzle,,,,,358,47,386
king-Ettore,dionysos199,1781,1611,0-1,Scotch Game: Classical Variation,C45,https://lichess.org/JZZqkaUv,300+0,Normal,,,blitz,1497.0,1702.0,,,14042,742,8572,,,blitz,1966.0,1956.0,,,13602,1296,15316
nco,landowa,1501,1470,1-0,"Sicilian Defense: O'Kelly Variation, Normal System",B28,https://lichess.org/yTw6KIeA,900+0,Time forfeit,,,unknown,,,,,0,0,0,,,rapid,,,,,3930,339,3766
Apostrophe,corilus1,1322,1520,1-0,Scotch Game,C44,https://lichess.org/RJZCKyzz,420+5,Normal,,,blitz,,1043.0,1229.0,,6476,353,7094,,,classical,964.0,1204.0,1566.0,1662.0,4088,308,5605
mare96,MasterBR,1625,1615,1/2-1/2,Sicilian Defense,B50,https://lichess.org/NZqnrLY0,480+0,Normal,,,puzzle,,,,,600,33,657,,,unknown,,,,,0,0,0
faridvakily,Abracadabraa,1729,1500,1-0,Queen's Pawn Game #3,D00,https://lichess.org/bDTJerja,300+0,Time forfeit,,,blitz,,,,,3430,471,3072,,,bullet,,,,,2,0,25
josefrancisco2016,Chobotron,1701,1747,1/2-1/2,Queen's Indian Accelerated,A50,https://lichess.org/R1egcCtA,180+0,Normal,,,blitz,,,,,126,8,184,,,blitz,1421.0,1646.0,,,1733,108,2189
VADIM1968,ajboyero,1929,1677,1-0,Bishop's Opening,C23,https://lichess.org/vDsPuWtb,300+5,Normal,,,rapid,,1795.0,1842.0,,1341,72,1110,,,unknown,,,,,0,0,0
incid,aerdna87,1337,1504,1-0,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/NywF0JjZ,30+0,Time forfeit,,,blitz,,1215.0,,,1646,107,2812,,,unknown,,,,,0,0,0
sukrubasdemir,cowpig,1548,1849,0-1,Modern Defense,B06,https://lichess.org/VqXvpp1K,60+0,Time forfeit,,,bullet,,,,,12834,426,19281,,,unknown,,,,,0,0,0
FredTrest,juanx7,1697,1860,1-0,Slav Defense #2,D10,https://lichess.org/srNtXtNu,60+0,Time forfeit,,,bullet,,,,,2800,176,2455,,,bullet,2146.0,2057.0,,,12185,1064,11925
de3,StriderChess,2265,1481,1-0,Saragossa Opening,A00,https://lichess.org/TkaxMsYA,60+0,Normal,,,bullet,,,,,2036,106,830,,,unknown,,,,,0,0,0
Duchess_Of_Prawns,civileng,1719,1742,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/uWxKNnyX,660+11,Normal,,,rapid,,,,,2984,115,2155,,,rapid,,,,,113,6,54
MatiesTugores,FelixNL,1971,2008,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/BNTyuOP5,30+0,Normal,,,puzzle,,,,,2157,108,1637,,,unknown,,,,,0,0,0
PuNkyPoO,trincafortes,1865,1960,0-1,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",A23,https://lichess.org/8Trz4Ult,300+2,Normal,,,unknown,,,,,0,0,0,,,bullet,1530.0,1903.0,,,22815,1529,19584
TonyG365,Dertosa,2002,1788,1-0,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/jrWHINsb,900+0,Normal,,,rapid,,,2033.0,,4797,362,2881,,,rapid,,1721.0,1872.0,,6921,527,8279
chojrak,hkn19,1985,1985,0-1,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",C00,https://lichess.org/NgFcvyll,900+0,Normal,,,blitz,,,,,809,64,515,,,bullet,1947.0,1835.0,2062.0,,23420,1837,23370
Asinya,uglyduck,1511,1631,1-0,Sicilian Defense: Open #3,B32,https://lichess.org/cCwJMCtd,300+4,Normal,,,bullet,2304.0,2112.0,2126.0,,25653,1517,24382,,,bullet,,,,,633,36,685
diegogoldman,RufusIII,1717,1630,1-0,Zukertort Opening: Sicilian Invitation,A04,https://lichess.org/4xxBoNAu,1200+0,Normal,,,blitz,,1403.0,,,2934,176,3011,,,unknown,,,,,0,0,0
Joejacques,TheMightyLeader,1408,1452,1-0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/saAJpPx2,300+3,Normal,,,blitz,,,,,1181,116,1694,,,rapid,,,,,921,84,1081
bronkocz,albertorubio,1524,1602,0-1,Russian Game: Urusov Gambit,C42,https://lichess.org/lW6D0hIM,1200+0,Normal,,,rapid,,,,,1395,40,2672,,,unknown,,,,,0,0,0
Rafaguty,MrPiloT,1477,1334,1-0,Van't Kruijs Opening,A00,https://lichess.org/6TdJ7mub,600+0,Normal,,,rapid,,,,,819,55,592,,,puzzle,,,,,79,5,153
borasanuk,ahmed99kamel,1439,1563,1/2-1/2,Philidor Defense,C41,https://lichess.org/yEp2bW3N,540+3,Normal,,,blitz,,1436.0,,,1827,235,1957,,,puzzle,,,,,1708,96,1559
luppolo26,Aldebaran56,1828,1558,0-1,Scotch Game: Schmidt Variation,C45,https://lichess.org/YTiwkRfE,1200+5,Normal,,,rapid,,,,,1028,58,359,,,puzzle,,,,1911.0,612,43,793
Berthoud,daniel274,1546,1425,1-0,Ruy Lopez: Nuernberg Variation,C60,https://lichess.org/9UwWVcoN,480+2,Normal,,,rapid,,1406.0,1549.0,,16313,1002,14998,,,rapid,,,,,195,10,388
Boyanetsky,zorand77,1403,1524,1-0,"Scandinavian Defense: Modern Variation, Gipslis Variation",B01,https://lichess.org/R0LqUCQx,300+1,Normal,,,unknown,,,,,0,0,0,,,bullet,2114.0,1742.0,,,50086,2001,52881
KingdomOfPrussia,jc237,1415,1485,0-1,Philidor Defense #2,C41,https://lichess.org/wqGqHhEr,300+0,Normal,,,blitz,,,,,29,2,62,,,blitz,,,,,612,49,976
romasliuz,visgraat,1833,1977,1-0,"Scotch Game: Scotch Gambit, London Defense",C44,https://lichess.org/NiWpedSJ,600+0,Normal,,,blitz,,1640.0,1728.0,,11361,638,11563,,,blitz,,,,,6580,929,6642
Azice,alexbrekke,1740,1471,1-0,Van Geet Opening,A00,https://lichess.org/rkgxPf1g,60+0,Time forfeit,,,bullet,2118.0,2329.0,,,7008,609,6851,,,bullet,,,,,5561,280,6248
chessmess1,nacionalseba,1802,1504,1-0,Queen's Pawn Game: Zukertort Variation,D02,https://lichess.org/m5RbKubQ,45+3,Normal,,,bullet,,,,,3394,319,2881,,,blitz,,1741.0,,,7228,642,7329
pitobeer,wildercoto,1955,1973,1-0,Borg Defense,B00,https://lichess.org/Keo57a7O,600+0,Normal,,,rapid,1478.0,,2005.0,,1298,86,1319,,,bullet,,,,,8224,559,9206
Samajh,METALDAN,2245,1601,1-0,Rat Defense: Small Center Defense,C00,https://lichess.org/HclOSGdQ,600+0,Normal,,,bullet,,,,,3471,115,582,,,unknown,,,,,0,0,0
leonardautress,irishheart,1560,1581,1-0,Danish Gambit,C21,https://lichess.org/TGi8rfNq,900+15,Normal,,,rapid,,,,,12665,800,22204,,,puzzle,,,,,221,25,145
mortymight,harrisonfold,1657,1663,1/2-1/2,Philidor Defense #3,C41,https://lichess.org/t3tQBb3S,480+0,Time forfeit,,,blitz,,,,,2503,113,2295,,,rapid,1527.0,,1780.0,,6867,603,7881
suni_11,Skip020,2243,1649,1-0,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/TLl6pHpN,300+0,Normal,,,blitz,,,,,953,43,302,,,blitz,,,,,750,83,876
DarthMohawk,Furiouszap,1509,1520,0-1,Van't Kruijs Opening,A00,https://lichess.org/jmrDbjqK,-,Normal,,,rapid,,,,,16,10,46,,,correspondence,,,,,17,1,6
microb,Manuel69,1371,1857,0-1,Ruy Lopez: Steinitz Defense,C62,https://lichess.org/d6PQ7nH0,300+5,Normal,,,blitz,,1317.0,1617.0,,1669,162,2209,,,unknown,,,,,0,0,0
sak64,yusef,1921,1852,1-0,Queen's Gambit Refused: Baltic Defense,D02,https://lichess.org/BDLBj1op,300+0,Time forfeit,,,puzzle,1843.0,1962.0,2037.0,,10386,500,7864,,,blitz,1933.0,,,,10952,761,8395
consciente,zjarrr,1566,1646,1-0,Ruy Lopez: Cozio Defense,C60,https://lichess.org/XpcWy6h7,360+3,Normal,,,rapid,,,,,141,6,185,,,puzzle,,,,,1059,119,1133
marconx1,garbaena,1683,1698,1-0,Russian Game: Urusov Gambit,C42,https://lichess.org/ynq8aMn2,300+0,Normal,,,blitz,,,,,1131,69,1169,,,blitz,,,,,1073,117,1585
loveol,SabirMammadovLaw,2029,1616,1-0,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/SBJSAzNC,180+0,Normal,,,rapid,,,,,3314,179,1968,,,blitz,1930.0,,,,2231,132,1272
kkchekk,listen_to_the_oldman,1343,1569,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/Wf9H0Fco,300+0,Normal,,,blitz,,,,,383,15,457,,,blitz,,,,,503,26,200
Strawson,souzachess,1430,1637,0-1,Slav Defense: Three Knights Variation,D15,https://lichess.org/gIe2aRHI,120+1,Normal,,,blitz,1206.0,1432.0,1670.0,,4184,403,7450,,,unknown,,,,,0,0,0
ttarquitectos,AndreValente88,1563,1702,0-1,Van't Kruijs Opening,A00,https://lichess.org/AyDL3tFi,180+0,Normal,,,blitz,,,,,1457,120,2004,,,blitz,,,1794.0,,2286,153,2591
sta20,elvena,1649,1682,1-0,"King's Gambit Accepted, Fischer Defense",C34,https://lichess.org/nFIqBPPC,600+15,Normal,,,bullet,1578.0,1716.0,1854.0,1852.0,4098,294,4189,,,bullet,1470.0,1531.0,,,1705,169,2230
