white,black,white_elo,black_elo,result,opening,eco,site,time_control,termination,white_country,white_title,white_preferred_game,white_peak_bullet,white_peak_blitz,white_peak_rapid,white_peak_classical,white_total_wins,white_total_draws,white_total_losses,black_country,black_title,black_preferred_game,black_peak_bullet,black_peak_blitz,black_peak_rapid,black_peak_classical,black_total_wins,black_total_draws,black_total_losses
caoszeta,Bude2g,1388,1183,1-0,Scandinavian Defense,B01,https://lichess.org/Inqn3GCw,3600+10,Time forfeit,,,puzzle,,,,,4783,318,3237,,,rapid,,,,,129,14,150
theonounet,janisc,1336,1449,0-1,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",C57,https://lichess.org/pRxRv7ng,300+0,Normal,,,rapid,,,,,895,112,1209,,,unknown,,,,,0,0,0
ulysse63,BerBur,1429,1340,1-0,Queen's Pawn Game #2,D00,https://lichess.org/SKM4LJoo,180+0,Normal,,,blitz,,,,,7363,437,7840,,,bullet,1774.0,,,,5242,151,5778
OusBoc,Narkopolo,1297,1389,0-1,"Italian Game: Two Knights Defense, Fried Liver Attack",C57,https://lichess.org/GN8IRl0h,300+0,Normal,,,blitz,,,,,319,20,487,,,unknown,,,,,0,0,0
riesgo,pathfinder16,1075,1240,0-1,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/8O1T4UWM,600+0,Normal,,,rapid,,,,,668,81,891,,,unknown,,,,,0,0,0
marcosan,jovca,1302,1311,1-0,Owen Defense,B00,https://lichess.org/ZDyxHyeL,1200+8,Normal,,,bullet,,,,,3164,146,3030,,,unknown,,,,,0,0,0
Sarah_2001,uniquezebra,1257,1157,1-0,French Defense: Knight Variation,C00,https://lichess.org/wuroqvho,720+0,Normal,,,rapid,,,,,247,4,196,,,puzzle,,,,,75,6,150
leone18,Madskrondyr,1301,1121,1-0,Zukertort Opening: Reversed Mexican Defense,A06,https://lichess.org/RMphktqx,660+10,Normal,,,rapid,,,,,1379,58,1438,,,puzzle,,,,,17,0,40
sebama,severinohs,1255,1197,1-0,French Defense: Knight Variation,C00,https://lichess.org/KNtr94xn,1200+0,Normal,,,bullet,1378.0,,1688.0,,6616,219,6509,,,blitz,,,,,47,14,374
percarju,raykamberi7,1346,1353,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/WlCnfBxl,900+5,Normal,,,rapid,,,1362.0,,9184,551,9544,,,rapid,,,,,545,78,736
Gigahertz,Shai_Ishr,1425,1119,1-0,Hungarian Opening,A00,https://lichess.org/iQMIeFkg,480+4,Normal,,,blitz,,,,,780,51,800,,,rapid,,,,,38,5,122
moatatony,IsraelCravchik,1292,1362,0-1,Scotch Game,C45,https://lichess.org/qp4pW0Jt,600+0,Normal,,,rapid,,,,,2064,160,2451,,,blitz,,1043.0,1462.0,,9348,929,14956
BertrandRegader,agh875,1129,1144,1-0,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/q2D3VX2f,960+8,Normal,,,rapid,,,,,1429,110,981,,,rapid,,,,,214,21,705
Esf4e,Boyanetsky,1298,1477,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/cQcCmknV,300+1,Normal,,,bullet,1568.0,1489.0,,,9572,637,10750,,,unknown,,,,,0,0,0
lasmatanzas,MrPiloT,1465,1327,0-1,King's Pawn Game: Mengarini's Opening,C20,https://lichess.org/BwvqzIzw,900+10,Normal,,,puzzle,,,1502.0,1733.0,5682,878,6222,,,puzzle,,,,,79,5,153
aah_amanda,pdonz,1149,937,1-0,Petrov's Defense #4,C42,https://lichess.org/nFishAdW,480+0,Normal,,,classical,,,,,395,50,316,,,puzzle,,,,,97,13,261
Lenflammeur,asewe,1243,1537,0-1,Vienna Game: Anderssen Defense,C25,https://lichess.org/E25LTUm2,1200+10,Normal,,,rapid,,,,,359,16,642,,,puzzle,1972.0,1951.0,,,5819,543,5234
wenos12,greg365,1029,1205,1-0,Scandinavian Defense,B01,https://lichess.org/KdVRGecu,600+0,Normal,,,rapid,,,,,260,38,360,,,rapid,,1212.0,1324.0,,1175,93,1456
Mmdodol,tacaia,1438,1280,1-0,Nimzowitsch Defense: Mikenas Variation,B00,https://lichess.org/1Lvcq16F,600+0,Normal,,,puzzle,,,,,77,13,104,,,rapid,,,,,292,17,766
Roberto76,ethanr22,1192,1495,1-0,Clemenz Opening,A00,https://lichess.org/GO4nKH7S,480+0,Time forfeit,,,rapid,,,,,4852,203,6593,,,blitz,,,,,61,4,181
natenyw,marossi,1373,1327,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/waLroYtd,600+0,Normal,,,rapid,,,,,1066,78,1266,,,blitz,,,,,870,37,1315
Efecan,waloup,1073,1040,1-0,Nimzo-Larsen Attack: Classical Variation,A01,https://lichess.org/vfcbIRCp,180+0,Time forfeit,,,antichess,,1373.0,1594.0,,5016,427,7370,,,blitz,,926.0,,,4486,166,9625
BobyM,shadowtiger,1291,1444,0-1,King's Pawn Game: Beyer Gambit,C21,https://lichess.org/ojXNEnjE,60+2,Normal,,,blitz,,,,,9,0,16,,,unknown,,,,,0,0,0
nemanade,Vespertilium,1213,941,1-0,Hippopotamus Defense #2,B00,https://lichess.org/o4sRSfqo,900+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,96,6,239
Otzdarva,JohnyBrown,1417,1231,1-0,Ruy Lopez: Bird Variation,C61,https://lichess.org/zWPSUnVx,1200+0,Normal,,,puzzle,,,,,985,139,1124,,,classical,,,,,27,4,63
sofoklis,gregreg,1031,1286,0-1,King's Pawn Opening: 2.b3,C20,https://lichess.org/82jNLREu,360+2,Time forfeit,,,blitz,,,,,1713,105,3514,,,rapid,,,1789.0,,6105,570,5516
woahh,jafi,1309,1425,1-0,Queen's Pawn,A40,https://lichess.org/EOe7aE7u,300+2,Time forfeit,,,blitz,,,,,1154,61,1257,,,blitz,,1643.0,,,14051,676,14375
JG22,Matian,1644,1133,1-0,Mikenas Defense,A40,https://lichess.org/fh4Unwb3,480+0,Normal,,,unknown,,,,,0,0,0,,,rapid,,,,,789,138,2018
Bethomis,Yoh182b,1207,1552,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/y8xfENJu,720+0,Normal,,,rapid,,,,,180,9,364,,,blitz,,,,,124,9,175
Pavel666,CrystalMeth,1150,1067,0-1,Pirc Defense #4,B07,https://lichess.org/b2eUK5NV,1200+0,Time forfeit,,,rapid,,,,,864,56,528,,,classical,,,,,15,2,69
AARONMC,purpletowel,1144,1404,1-0,French Defense: Queen's Knight,C00,https://lichess.org/QgEczWaJ,600+5,Time forfeit,,,puzzle,2101.0,,,,15941,1051,16035,,,puzzle,,,,,73,7,97
arkjan,Dray,1397,1333,0-1,Scandinavian Defense,B01,https://lichess.org/DPthntKD,60+3,Normal,,,bullet,,,,,20556,495,18530,,,puzzle,,,,,446,28,476
teaandtoast,krazipaint,1503,1296,0-1,Sicilian Defense: Quinteros Variation,B27,https://lichess.org/hLcF6Tcs,360+2,Normal,,,blitz,,1639.0,1731.0,,14185,568,12304,,,unknown,,,,,0,0,0
naco30,eurides,1289,1442,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/jzpN0qym,300+0,Time forfeit,,,blitz,,1335.0,1653.0,,6645,864,7784,,,blitz,1260.0,1677.0,,,11666,596,12171
obladaobladi,GuilhermeAraujoFerr,1268,1195,0-1,Queen's Gambit Accepted: Saduleto Variation,D20,https://lichess.org/0asFa7ok,600+25,Normal,,,classical,,,,,11,1,17,,,rapid,,,,,5,2,12
georgshark,alvan,1378,1370,1-0,Colle System #2,D05,https://lichess.org/fh1scrx2,1200+0,Normal,,,puzzle,963.0,1100.0,1295.0,1553.0,1345,115,1798,,,blitz,,1406.0,,,17490,1124,18510
mate_amargo,isaia95,1608,1110,1-0,Scandinavian Defense,B01,https://lichess.org/cyBxDiNx,60+0,Time forfeit,,,unknown,,,,,0,0,0,,,bullet,,,,,1140,81,1393
bobby10,Mazx1026,1580,1187,1-0,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/JniTXWl0,600+5,Normal,,,rapid,,,,,1035,28,635,,,blitz,,,,,47,2,213
halobaba,gepping,1303,1479,1-0,Bishop's Opening: Berlin Defense,C24,https://lichess.org/rIIBieTd,600+5,Time forfeit,,,rapid,,,,,80,8,84,,,puzzle,,,,,18,2,37
sndzsaglamel,Mark945628,1500,1022,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/zx01LkvQ,300+0,Time forfeit,,,blitz,,,,,3,0,19,,,rapid,,,,,293,30,586
Sven_D,gallardo,1176,1410,0-1,French Defense: Steinitz Attack,C00,https://lichess.org/uQs4gSqv,180+3,Time forfeit,,,blitz,,,,,153,22,256,,,rapid,,,,,2522,173,2067
feddelegrand7,vmer,994,1462,0-1,King's Pawn Game: Leonardis Variation,C20,https://lichess.org/J85fTcZ7,300+0,Normal,,,blitz,,,,,2888,338,3120,,,puzzle,,1490.0,,,1267,154,1046
articasonata,elmams,1274,1443,1-0,Englund Gambit,A40,https://lichess.org/h94Ggd8V,420+10,Time forfeit,,,puzzle,1228.0,1083.0,,,2787,165,3141,,,blitz,,1490.0,,,8922,216,9494
Archey,Protopunk,1051,1274,0-1,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,https://lichess.org/5GFIe6Un,180+5,Normal,,,puzzle,,,,,780,62,786,,,bullet,1514.0,,,,14642,1202,16537
mjeudy,heisenberk33,1587,1154,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/mCknceY3,1500+0,Normal,,,bullet,1460.0,1506.0,1907.0,,8185,243,8824,,,unknown,,,,,0,0,0
MarkRudy,peescobar1966,1219,1458,0-1,"English Opening: King's English Variation, Reversed Closed Sicilian",A25,https://lichess.org/MBHxy3Dm,600+0,Normal,,,blitz,,,,,3457,209,6851,,,rapid,,,,,145,6,435
Joed,Frontenac,1500,1111,1-0,Bishop's Opening: Boi Variation,C20,https://lichess.org/awMMppZC,600+0,Normal,,,blitz,,,,,622,23,663,,,unknown,,,,,0,0,0
estebita,wvbergstrom,1378,1319,0-1,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/Oq8zc8bP,180+4,Time forfeit,,,bullet,1411.0,1544.0,,,30615,1658,28385,,,bullet,1660.0,1624.0,,,7326,235,6244
eliel_123,matyaldosivi,1302,1260,0-1,Three Knights Opening,C46,https://lichess.org/JcxA0bHc,420+0,Normal,,,blitz,,1704.0,,,12639,888,9540,,,blitz,1896.0,1989.0,,,6303,507,5962
alpeji,jrb13,1141,1500,1-0,King's Pawn Opening: 2.b3,C20,https://lichess.org/PXGs9wgM,120+5,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
zimDiMaria,Niveke,1073,1203,1-0,French Defense: Advance Variation #3,C02,https://lichess.org/WgRYjwCe,300+0,Normal,,,blitz,,,,,504,42,883,,,puzzle,,,,,249,5,386
CarlosBalchieni,paulorsoz,1029,1299,0-1,French Defense: Normal Variation,C00,https://lichess.org/8v1zSzpZ,600+0,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,202,15,202
Tvorac,catonyourhead,1327,1293,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/7CdLi6cn,900+5,Normal,,,puzzle,,1752.0,,,1763,115,1661,,,puzzle,,,,,31,0,65
emmab,soodle,1375,1330,1-0,Ruy Lopez: Berlin Defense #2,C65,https://lichess.org/onFqmJIZ,1200+10,Time forfeit,,,classical,,,,,152,15,421,,,unknown,,,,,0,0,0
videk,arcygamrat,1420,1351,0-1,Queen's Gambit Declined,D30,https://lichess.org/SNM8m6dZ,0+4,Normal,,,bullet,,,,,14806,989,14025,,,bullet,2122.0,,,,41167,2849,40848
Theon,susliknik,1379,1334,1-0,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/zamCcqsd,480+0,Normal,,,blitz,,,,,1387,74,1196,,,blitz,1420.0,1544.0,,,27239,1871,28595
UCEonOCE,sharin,1340,1436,0-1,Sicilian Defense: McDonnell Attack,B21,https://lichess.org/f0vWXuiF,180+2,Normal,,,puzzle,,,,,1267,73,1303,,,blitz,,,,,30062,2397,21766
GeorgeSPatton,natenator,1478,1318,1-0,Philidor Defense #3,C41,https://lichess.org/eCpueqT7,1200+0,Normal,,,puzzle,,,,,75,10,72,,,unknown,,,,,0,0,0
jermad,rishmael,1285,1292,0-1,Center Game #2,C21,https://lichess.org/2WJr2XIn,480+8,Time forfeit,,,blitz,,1213.0,1369.0,,16609,1900,24599,,,puzzle,,,,,609,51,761
Wasgud,call_my_bluff,1156,1401,0-1,Queen's Pawn Game: Chigorin Variation,D00,https://lichess.org/8szTP3s3,480+0,Normal,,,rapid,,,,,155,9,520,,,rapid,,,,,780,69,826
sony1111,yakovkozarez,1218,1403,1-0,Polish Opening: Bugayev Attack,A00,https://lichess.org/Nii8lJ3o,360+0,Time forfeit,,,bullet,,,,,24970,621,42712,,,puzzle,,,,,745,38,1186
llando,tangien,1381,1371,0-1,Philidor Defense #3,C41,https://lichess.org/Zle75tbB,180+0,Time forfeit,,,puzzle,,,,,551,35,688,,,blitz,,1398.0,,,5029,255,6373
rfabian,dcsc,1311,1144,1-0,French Defense: Advance Variation #3,C02,https://lichess.org/g4iOgxdv,300+4,Normal,,,blitz,1001.0,1291.0,,,27334,1727,25643,,,rapid,,,,,210,23,626
garik0879,ceikfree,1191,1032,1-0,Ruy Lopez: Spanish Countergambit,C60,https://lichess.org/F2xwsaDa,120+3,Time forfeit,,,blitz,1355.0,1579.0,1867.0,,12466,1374,16207,,,blitz,,,,,2208,122,2312
imge,rckd,1078,1269,0-1,Sicilian Defense: Staunton-Cochrane Variation,B20,https://lichess.org/eMP7Zytk,300+8,Normal,,,rapid,,,,,55,15,248,,,blitz,,1335.0,,,2203,97,1648
mharvey,m_vazquez9292,1231,1553,1-0,French Defense: Exchange Variation,C01,https://lichess.org/bJ3yfPmi,600+0,Normal,,,rapid,,,,,587,37,876,,,rapid,,,1515.0,,731,78,1158
ALFERREIRA,anonim12,1377,1092,0-1,French Defense: Steinitz Attack,C00,https://lichess.org/KUz7l6XE,600+0,Time forfeit,,,blitz,,,1209.0,,1568,117,2710,,,blitz,921.0,1240.0,1412.0,,1683,117,1763
Sirtok4,vilafalcao,1090,1563,0-1,Sicilian Defense: Closed,B23,https://lichess.org/NUM2EsR9,360+0,Time forfeit,,,puzzle,,,,,6,3,88,,,blitz,,,,,59,1,55
Cardy8,Fatherof4K,1434,1330,0-1,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/WibSbhMw,300+0,Time forfeit,,,blitz,,1746.0,,,18174,1226,17531,,,blitz,,,,,4619,431,5088
LittleWinky,brad98,1509,1229,1-0,"Ruy Lopez: Morphy Defense, Tarrasch Variation",C77,https://lichess.org/i7qDvuBH,300+0,Normal,,,bullet,,,,,16812,1174,15039,,,puzzle,,,,,316,14,607
Ramboner,DeMoN77,1334,1176,1-0,English Defense #2,A40,https://lichess.org/xkGc2JAJ,300+0,Time forfeit,,,blitz,,,,,816,64,1024,,,blitz,,,,,7691,690,12101
kkchekk,Qlex,1345,1196,0-1,Queen's Pawn Game: Chigorin Variation,D02,https://lichess.org/0u0uy1Wg,300+0,Normal,,,blitz,,,,,383,15,457,,,puzzle,,,,,192,22,318
manga3815,noolint,1205,990,1/2-1/2,Queen's Pawn Game: Colle System,D04,https://lichess.org/uGHxHl1W,300+1,Normal,,,rapid,,,,,184,42,502,,,blitz,,1167.0,,,1365,131,1637
sndjones001,Frannieprice,1463,1298,1-0,Zukertort Opening: Black Mustang Defense,A04,https://lichess.org/wiLtkUbY,600+0,Normal,,,blitz,,,,,5585,415,5486,,,puzzle,,,,,80,1,100
dineshar,skaplat,1289,1365,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/3TeBCrsr,600+0,Time forfeit,,,blitz,,,,,1772,143,1825,,,bullet,1104.0,1304.0,1445.0,,5506,158,4376
chessjp89,vasyaemae,1376,1342,1-0,Russian Game: Three Knights Game,C42,https://lichess.org/SmLGGeVE,1200+5,Normal,,,unknown,,,,,0,0,0,,,puzzle,,,,,1214,72,1316
kidrangpker,JAVITO22,1110,1688,0-1,Alekhine Defense: Scandinavian Variation,B02,https://lichess.org/sxxdeSQu,0+1,Time forfeit,,,puzzle,,,,,86,9,180,,,bullet,,,,,2109,93,2795
Orko,srsebas,1357,1408,1-0,Italian Game: Two Knights Defense,C55,https://lichess.org/8GwmeCkw,240+0,Normal,,,bullet,,,,,9558,314,15744,,,blitz,2014.0,2005.0,,,13822,1056,13392
Michlean,Supratik,1077,1666,0-1,Four Knights Game: Italian Variation,C50,https://lichess.org/Ivkc8rwG,180+0,Normal,,,blitz,,,,,628,83,1322,,,puzzle,,,,,118,8,116
ryowar1,Nejb,1045,1183,0-1,Zukertort Opening: Tennison Gambit,A06,https://lichess.org/gqbC2wbX,300+1,Time forfeit,,,blitz,,,,,50,4,236,,,puzzle,,,,,362,38,572
Ray2015,Igorrr1,1412,1321,1-0,Philidor Defense #2,C41,https://lichess.org/dlACkgvI,420+0,Normal,,,puzzle,,,,,7245,456,6279,,,bullet,,,,,5053,193,6575
Matej2610,willilan,1195,1603,0-1,Queen's Pawn Game #2,D00,https://lichess.org/d6v0KR2i,780+3,Normal,,,rapid,,,1502.0,,479,40,881,,,rapid,,1299.0,,,6143,440,6205
apilosov,ixir,1302,1357,0-1,Bishop's Opening,C23,https://lichess.org/bSdbi42y,300+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,1459,64,1186
Skanderbeg,jahgui,1347,1275,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/R8lYhUo2,1200+0,Normal,,,bullet,1652.0,1610.0,,,8498,1164,6912,,,puzzle,,,,,47,0,33
Jaceguay,esocrates,1263,1496,0-1,Reti Opening #2,A04,https://lichess.org/B3lZNmjZ,180+0,Normal,,,blitz,,,,,189,11,554,,,bullet,,,,,6076,119,2332
Stark123,chesssn1992,1182,1577,1/2-1/2,Benoni Defense: Benoni Gambit Accepted,A43,https://lichess.org/rsiOvmDY,600+0,Time forfeit,,,puzzle,,,,,421,61,497,,,unknown,,,,,0,0,0
ravoshm,restriction,1404,1388,0-1,Giuoco Piano,C50,https://lichess.org/RHTtcX7o,900+0,Normal,,,bullet,2010.0,1809.0,1544.0,,17796,2088,26033,,,blitz,,,,,960,65,1010
GoodKnightIrene,Vagabond666,1363,1276,0-1,Queen's Pawn Game #3,D00,https://lichess.org/6dwx2Dl1,480+0,Normal,,,rapid,,,,,3244,368,4903,,,rapid,,,1781.0,,4650,294,5539
fascrusher,Al_Saqr,1361,1365,1-0,Queen's Gambit Accepted,D20,https://lichess.org/B5nbwfjK,2400+11,Normal,,,puzzle,,,,,240,27,365,,,blitz,1241.0,1497.0,,,8774,254,6258
halastaban,feliz_felis,1571,1119,1-0,"Ruy Lopez: Exchange Variation, Lutikov Variation",C68,https://lichess.org/zO5EnPd4,300+0,Normal,,,blitz,,1658.0,,,8992,1048,12337,,,unknown,,,,,0,0,0
Szymoff,AALVARO17,1322,1339,0-1,Ruy Lopez: Bird Variation,C61,https://lichess.org/IPZ6OOmg,600+10,Normal,,,blitz,,,1662.0,,1638,142,1859,,,rapid,,,,,466,50,488
rautor,Mr_Shickadance,1483,1201,1-0,French Defense: Steinitz Attack,C00,https://lichess.org/LjOIZS0G,60+2,Normal,,,bullet,,,,,11696,1393,14785,,,unknown,,,,,0,0,0
kotay,claudinho,1128,1494,0-1,Queen's Pawn Game #3,D00,https://lichess.org/DWg9n3LT,300+0,Normal,,,blitz,,,,,74,2,382,,,blitz,,,,,23130,821,13588
Rubenedsky,adammo,1477,1313,1-0,Ruy Lopez,C60,https://lichess.org/WsimaYjm,360+5,Time forfeit,,,rapid,,,1423.0,,1191,113,1260,,,rapid,,,1399.0,,3992,302,5504
zlewke1,isadoraagapito,1228,1115,0-1,Queen's Pawn,A40,https://lichess.org/mF9YINA6,300+0,Normal,,,puzzle,,,,,177,28,466,,,antichess,,,,,8584,331,6850
arbez,alcofribas,1121,1500,0-1,Indian Game: Omega Gambit,A45,https://lichess.org/BTcQZXIV,60+0,Time forfeit,,,bullet,998.0,1428.0,1114.0,,9628,2949,40224,,,crazyhouse,,,,,243,7,478
nmdjazi,pgarcia,1464,1332,1-0,Queen's Pawn Game #2,D00,https://lichess.org/FmK93xOi,180+0,Normal,,,bullet,1718.0,,,,18745,914,20530,,,blitz,,1329.0,,,18596,1090,20238
Sacred_Chao,ferran_133,1425,1314,0-1,Queen's Pawn Game: Chigorin Variation,D01,https://lichess.org/oziWfJQm,900+0,Normal,,,unknown,,,,,0,0,0,,,rapid,1255.0,1353.0,1498.0,,7106,567,8182
erick2409,BrazilianStorm,1304,1432,1-0,Pirc Defense #5,B07,https://lichess.org/nf3kueFl,420+0,Normal,,,rapid,,,1364.0,,3918,325,4277,,,unknown,,,,,0,0,0
SnowG,tattop9,1288,1332,0-1,Van't Kruijs Opening,A00,https://lichess.org/YiGn4TpF,480+0,Time forfeit,,,rapid,,,,,108,18,245,,,puzzle,,,,,55,11,102
Abuda,manzanera90,1317,1331,0-1,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,https://lichess.org/X8epsUxF,300+3,Normal,,,bullet,,,,,2534,178,2360,,,antichess,,,,,695,17,449
MickStalin,ceazon,1230,1243,0-1,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,https://lichess.org/gCB7V440,300+1,Time forfeit,,,blitz,,,,,1901,104,1568,,,blitz,,911.0,,,843,122,886
rebbet,Ksmith7548,1156,1401,0-1,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,https://lichess.org/3jo7lYa4,780+0,Normal,,,rapid,,,,,72,11,384,,,rapid,,,1471.0,,1088,79,1390
Flippi23,ASELWI,1216,1491,0-1,Scotch Game,C45,https://lichess.org/pX6ti9kZ,1200+0,Normal,,,crazyhouse,,,,,414,24,335,,,unknown,,,,,0,0,0
Rmx,landowa,1312,1469,0-1,Sicilian Defense,B20,https://lichess.org/dB9xuN4p,900+5,Normal,,,blitz,,,,,10,0,20,,,rapid,,,,,3930,339,3766
Awesomemarco2009,alfa20151129,1033,1724,0-1,Pirc Defense #4,B07,https://lichess.org/387up4Kh,60+1,Normal,,,unknown,,,,,0,0,0,,,unknown,,,,,0,0,0
Ewr,GabiBohemio,1323,996,1-0,Hungarian Opening: Catalan Formation,A00,https://lichess.org/3OUTq0Ph,660+11,Normal,,,unknown,,,,,0,0,0,,,rapid,,,1294.0,,917,115,1842
grobb,Zajko2016,1405,1363,0-1,Grob Opening: Grob Gambit Declined,A00,https://lichess.org/hmRhvEFk,60+0,Normal,,,bullet,,,,,438,28,1638,,,bullet,,,,,90,0,427
Pixinga,urci,1358,1367,0-1,Center Game #2,C21,https://lichess.org/tNEbVody,600+0,Time forfeit,,,blitz,,1048.0,,,1474,174,1952,,,puzzle,,,,,48,17,127
othompson93,Berkez,1031,1096,0-1,French Defense: Knight Variation,C00,https://lichess.org/wUOJc3tT,1200+0,Normal,,,blitz,1419.0,1466.0,1757.0,,7270,391,7018,,,rapid,,,,,87,13,114
Netsaurus,euler105,1325,1357,1-0,Sicilian Defense,B50,https://lichess.org/e7G6oM5H,60+0,Normal,,,bullet,1312.0,,,,83032,3310,109256,,,blitz,,1794.0,,,2895,202,2847
ILIKEMILK,kira9,1717,1003,1-0,Scandinavian Defense: Mieses-Kotroc Variation,B01,https://lichess.org/VSOQ6ExA,180+0,Normal,,,unknown,,,,,0,0,0,,,blitz,,,,,1469,80,1686
Heisannhoppsann,MMF100,1286,1265,0-1,Italian Game: Anti-Fried Liver Defense,C55,https://lichess.org/3oA0dmyY,180+2,Normal,,,blitz,,,,,392,44,489,,,puzzle,,,,,71,2,134
zachattack98,newuser1234,1286,1448,0-1,Queen's Pawn Game,D00,https://lichess.org/A09vdhBk,120+0,Time forfeit,,,bullet,,,,,140,33,842,,,unknown,,,,,0,0,0
nabusimake,SimonJarle,1031,1185,0-1,King's Pawn Game: Mengarini's Opening,C20,https://lichess.org/IvUxFFuO,600+0,Normal,,,puzzle,,,,,120,7,371,,,bullet,1494.0,,,,4978,335,4950
Ares246,alexpower2000,1194,1299,0-1,King's Pawn Game: Damiano Defense,C40,https://lichess.org/yD9AtRFT,600+10,Time forfeit,,,rapid,,,,,17,12,37,,,blitz,,,,,6295,416,5597
fantasmadecarretera,Ertequera,1359,1382,1-0,King's Pawn Game: King's Head Opening #2,C20,https://lichess.org/3SKqYxWN,600+0,Time forfeit,,,rapid,,,1732.0,,7979,516,7516,,,rapid,,,,,342,8,649
Darthjavi,ruebezahl,1109,1668,0-1,"Englund Gambit Declined, Reversed French",A40,https://lichess.org/4k5oeAJU,300+8,Normal,,,rapid,,,,,33,3,114,,,blitz,,1659.0,,,26182,729,10406
naveedh,Schwert,1317,1424,0-1,Center Game,C21,https://lichess.org/Vllosgsy,300+0,Normal,,,antichess,,,1656.0,,23218,1619,20385,,,blitz,,1903.0,,,16578,1101,11041
chcalibre,darwinwin,1419,1139,1-0,Queen's Gambit Accepted,D20,https://lichess.org/hBZ2X6Y8,420+25,Normal,,,puzzle,,,,,28,0,30,,,rapid,,,,,40,5,170
jcollett,spacejesus,1132,1020,1-0,"Philidor Defense: Nimzowitsch Variation, Klein Variation",C41,https://lichess.org/w6LxMH3q,300+0,Time forfeit,,,puzzle,,,,,236,8,413,,,blitz,,,,,4,0,7
Matteo11,donald_j_trump,1325,1115,0-1,Rat Defense: Balogh Defense,B07,https://lichess.org/AAR7LsxI,2400+2,Normal,,,puzzle,,1415.0,,,3878,217,2578,,,rapid,,,,,55,5,243
jairojairojairo,OmegaWeapon,1500,1256,1-0,Indian Game: Budapest Defense,A51,https://lichess.org/N6stEnsI,-,Normal,,,blitz,,,,,1964,96,924,,,puzzle,,,,,21,0,16
ajb1981,Stanislav_G,1161,1128,1-0,Scandinavian Defense,B01,https://lichess.org/bsxyyL7e,300+0,Normal,,,blitz,,,,,898,56,350,,,blitz,,,,,1227,189,1781
do5pmb,blow77,1007,1491,0-1,Queen's Pawn Game: Krause Variation,D02,https://lichess.org/MqzimcCF,600+0,Normal,,,rapid,,,969.0,,2150,222,3095,,,rapid,,,,,2450,91,721
YoungOz,eg973,1157,1216,0-1,King's Pawn Game: Napoleon Attack,C20,https://lichess.org/eygT7Q9t,300+0,Normal,,,puzzle,,,,,179,20,296,,,blitz,1432.0,1274.0,,,5263,193,6411
tonyvaccarella,freedombanker,1238,1534,0-1,Sicilian Defense: French Variation,B40,https://lichess.org/qLoEWVB4,420+1,Normal,,,blitz,,1069.0,,,1545,148,1814,,,blitz,1168.0,1504.0,,,13511,1178,9343
diezdu,avalon11,1084,846,1-0,Zukertort Opening: Queenside Fianchetto Variation,A04,https://lichess.org/oHinFCdr,10800+2,Normal,,,blitz,,,,,2805,254,4367,,,rapid,,,,,276,82,479
PatriarchAscends,bigmurphx,1465,1310,1-0,French Defense: Knight Variation,C00,https://lichess.org/irLbhUNl,600+5,Time forfeit,,,puzzle,,,,,777,50,1040,,,rapid,,,,,2870,304,4110
asterij,alexjwalker,1204,1326,0-1,King's Pawn Game: Tortoise Opening,C20,https://lichess.org/bDECJvbd,1200+0,Normal,,,bullet,1318.0,1522.0,1812.0,1759.0,13869,1457,17076,,,puzzle,,,,,841,104,362
mabdalvand,toofan2000,1243,1541,0-1,Three Knights Opening,C46,https://lichess.org/GyxjfTCQ,600+0,Time forfeit,,,rapid,,,,,260,14,188,,,rapid,,,,,442,55,813
julesder,tram213,1351,1144,1-0,King's Pawn Game: Wayward Queen Attack,C20,https://lichess.org/dLkxuxlJ,300+0,Normal,,,blitz,,2046.0,,,15967,1608,15992,,,blitz,,,,,1894,47,2042
